rank,name,sale_price,base_price,discount_rate,unit_price,rating,rating_count,rocket,benefit_text,product_url,image_url
287,"비타500 데일리 스틱 멀티비타민, 140g, 1개",12900,25700.0,49.0,(10g당 921원),5.0,6385,True,최대 548원 적립,https://www.coupang.com/vp/products/8150925181?itemId=2339693801&vendorItemId=70336288654&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/8aab/d87a486344074a083aaef8e5fa8b78c68e3deefbd0c5ce3a435488aa30d1.jpg
288,"정관장 홍삼진고바이탈스틱 5p + 쇼핑백, 300g, 1개",37900,45000.0,15.0,"(10g당 1,263원)",4.5,773,True,"최대 1,895원 적립",https://www.coupang.com/vp/products/8297839707?itemId=23934641451&vendorItemId=90956614459&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/99967935320275-8c051034-e2cf-40a9-8005-16a280e62f47.png
289,"종근당건강 프리미엄 비타C 1000플러스, 100정, 2개",20670,24900.0,16.0,(1정당 103원),5.0,19901,True,"최대 1,034원 적립",https://www.coupang.com/vp/products/7757634572?itemId=20912456617&vendorItemId=85762414028&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/115863452793639-c16c3111-d5c3-4fb5-aa61-a1b5f266be83.jpg
290,"연세생활건강 연세 루테인 플러스, 60정, 4개",79300,,,(1정당 330원),4.5,4420,True,"최대 3,965원 적립",https://www.coupang.com/vp/products/7723506521?itemId=19831284093&vendorItemId=81803441599&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1742278067392298-25bef5f8-9aa6-42b5-88eb-e96d068c89c9.png
291,"드시모네 프라임 60p, 150g, 1개",104880,138000.0,24.0,"(10g당 6,992원)",5.0,451,True,"최대 4,474원 적립",https://www.coupang.com/vp/products/6734953756?itemId=15703115869&vendorItemId=82917511920&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/08/25/15/2/c75c4277-608e-4927-868b-6a1988523572.jpg
292,"뉴트리디데이 슈퍼 바이탈 100억 유산균, 90정, 1개",26900,73600.0,63.0,(1정당 299원),5.0,363,True,"최대 1,345원 적립",https://www.coupang.com/vp/products/8135470855?itemId=23266551837&vendorItemId=91009334539&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1840273456953447-8a255dc4-dc04-47d4-b458-24939718a5f7.jpg
293,"바노 이왕재박사 메가 비타민C 3000mg, 270g, 1개",39510,55900.0,29.0,"(10g당 1,463원)",5.0,730,True,"최대 1,975원 적립",https://www.coupang.com/vp/products/7737598780?itemId=20808910037&vendorItemId=88472838413&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2024/01/24/18/1/96e9df68-b1b3-41f7-89ff-286bfa90d01f.jpg
294,"키즈텐 어린이 종합비타민 미네랄, 75g, 1개",21500,22500.0,4.0,"(10g당 2,867원)",5.0,1959,True,"최대 1,075원 적립",https://www.coupang.com/vp/products/7335638413?itemId=18936103731&vendorItemId=83726887434&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/6c8e/5e430d0847f5d3840dca5b4372dd1a1d371417bd0f94c25e15861a0bf420.jpg
295,"뉴트라비타 유기농 비타민D 4000IU, 60정, 1개",27500,39000.0,29.0,(1정당 458원),5.0,5780,True,"최대 1,275원 적립",https://www.coupang.com/vp/products/7455671372?itemId=20006211766&vendorItemId=87051542503&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1313257079843155-5a4e79e7-ede4-43dd-aa93-524e3efa60da.jpg
296,"일양약품 액티브 마그네슘 플러스 비타민D, 120정, 96g, 1개",13190,19900.0,33.0,(1정당 110원),4.5,4962,True,최대 660원 적립,https://www.coupang.com/vp/products/6143794587?itemId=18605271482&vendorItemId=85741194969&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/00d6/f9b77585083783f93b402bd74caf9f8444d34ec760cb734da26d40c077e3.jpg
297,"엔젯오리진 비타프레쉬 비타민 C&D 3000 꾸미, 70정, 2개",21020,32850.0,36.0,(1정당 150원),5.0,20229,True,최대 893원 적립,https://www.coupang.com/vp/products/7488286310?itemId=19576001820&vendorItemId=70224282122&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/63241979099032-e4b9fc85-2637-4856-b91c-7aabfa80c44b.jpg
298,"뉴트리디데이 프리미엄 프로폴리스, 180정, 1개",19900,26500.0,24.0,(1정당 111원),4.5,7843,True,최대 995원 적립,https://www.coupang.com/vp/products/7518523485?itemId=457364332&vendorItemId=4134946685&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/300147691854333-30a3464b-0f4c-4116-a688-62f3d34f1ea7.jpg
299,"닥터린 하이퍼셀 알티지 rTG 오메가3 알파, 30정, 6개",85800,,,(1정당 477원),4.5,3131,True,"최대 4,290원 적립",https://www.coupang.com/vp/products/8349288599?itemId=24126425752&vendorItemId=91145503804&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/337502814866653-1822d9f0-65d3-4815-8d66-e897ad61771b.jpg
300,"에버콜라겐 인앤업 플러스, 84정, 2개",66940,142000.0,52.0,(1정당 398원),5.0,14029,True,"최대 3,347원 적립",https://www.coupang.com/vp/products/6651456353?itemId=22892829355&vendorItemId=89927384146&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/106823399380045-21507058-70aa-4ced-9bfa-5cae1ff7f0e8.jpg
301,"베베모린 뽀롱뽀롱 뽀로로 비타민C 복숭아, 50정, 3개",6090,,,(1정당 41원),5.0,78,True,최대 305원 적립,https://www.coupang.com/vp/products/8421635804?itemId=24359296112&vendorItemId=91374643368&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/6202/57b5a3b45b4015428f647958012d2f598978aab0672692f8a8ca772461e5.jpg
302,"얼라이브 원스데일리 포 우먼 멀티 비타민, 60정, 1개",21740,35000.0,37.0,(1정당 362원),5.0,39344,True,"최대 1,087원 적립",https://www.coupang.com/vp/products/3961975?itemId=25360802192&vendorItemId=3000065024&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/3f8b/bc70b14c53d81916baabb68daff57f2eb747ab49f869c563601b66bc0d6a.jpg
303,"세노비스 프로폴리스 플러스, 60정, 1개",19340,28000.0,30.0,(1정당 322원),5.0,7152,True,최대 967원 적립,https://www.coupang.com/vp/products/5857122777?itemId=545148363&vendorItemId=3739464428&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/02fc/af3b9da61e36970d156dadb456894db0fbe46c5246669fd4446af4b7144e.jpg
304,"종근당건강 헬씨칸 밀크씨슬 로얄, 30정, 5개",28450,80000.0,64.0,(1정당 190원),5.0,25041,True,"최대 1,423원 적립",https://www.coupang.com/vp/products/1471365225?itemId=7280252542&vendorItemId=85760838308&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/233949423651929-8eb70be9-a53f-4592-b72e-3fdee5c20990.jpg
305,"셀렉스 프로틴 락토프리 파우더, 570g, 1개",33000,44900.0,26.0,"(100g당 5,789원)",5.0,850,True,"최대 1,650원 적립",https://www.coupang.com/vp/products/7852114713?itemId=21404470872&vendorItemId=88461045521&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/63872012499704-33225140-0eba-4a96-bf41-15e90d45e944.png
306,"뉴트리 내츄럴 TG 식물성 오메가 3 업 30.6g, 30정, 1개",7900,29000.0,72.0,(1정당 263원),5.0,339,True,최대 395원 적립,https://www.coupang.com/vp/products/8360725434?itemId=24616865190&vendorItemId=91628063367&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2024/12/13/10/6/42e7163e-ce17-455a-a0e7-504f97cb9b5d.jpg
307,"올바른 혈당케어 식후혈당관리 바나바, 60정, 1개",8750,14900.0,41.0,(1정당 146원),4.5,2566,True,최대 438원 적립,https://www.coupang.com/vp/products/7325750822?itemId=16418106337&vendorItemId=87649318962&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/6e32/462259ae739536aa41f276da423c502e804c6c1e7f020dc6052fdea5b76e.jpg
308,"동화약품 콜레스테롤 케어 관리 조절 발효 홍국 모나콜린K, 60정, 1개",12200,20000.0,39.0,(1정당 203원),5.0,863,True,최대 610원 적립,https://www.coupang.com/vp/products/7900147341?itemId=21648449561&vendorItemId=89214057089&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/c0ba/936c4f18bc01cba3cf29cbb14cd25dbca6b9b8ae6d612adf755341a6eeec.jpg
309,"베로카 발포 멀티비타민 튜브형 30정 + 45정 세트, 75정, 1세트",43200,46900.0,7.0,(1정당 576원),5.0,1402,True,"최대 2,160원 적립",https://www.coupang.com/vp/products/8523280259?itemId=12565016271&vendorItemId=79833227608&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1071097099871708-338e0243-9c4f-44a2-a22e-82b8a6f5bf39.jpg
310,"푸드올로지 콜레올로지컷 프로 다이어트 보조제, 1개, 66정",35730,72900.0,50.0,(1정당 541원),4.5,36010,True,"최대 1,786원 적립",https://www.coupang.com/vp/products/8463346505?itemId=24515502032&vendorItemId=91528361152&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/9dea/5927b4d8695920c35652a24feea00197673d2916dc79a3827586f7d25a8b.jpg
311,"한미양행 간에는 밀크씨슬 81g, 90정, 1개",11900,12660.0,6.0,(1정당 132원),5.0,1444,True,최대 535원 적립,https://www.coupang.com/vp/products/5977549622?itemId=10754536951&vendorItemId=78035076373&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1049113707132224-0da91923-3809-4f98-a996-368ea810c4e1.jpg
312,"락토온 프로바이오틱스 생유산균, 250g, 1개",16400,22900.0,28.0,(10g당 656원),4.5,6174,True,최대 820원 적립,https://www.coupang.com/vp/products/1391832070?itemId=2427218826&vendorItemId=70421220219&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/131981217187444-5f041209-b74e-427f-aa90-8647094bf86f.jpg
313,"뉴트리디데이 장용성 rTG 알티지 오메가3, 60정, 1개",10900,21500.0,49.0,(1정당 182원),5.0,5683,True,최대 545원 적립,https://www.coupang.com/vp/products/7455881580?itemId=19421938362&vendorItemId=77212721678&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/9b05/d9e028d89b00694b1e7f182cbf4477b9317a0c9a0bca2cb8549f1968480e.jpg
314,"닥터스베스트 엠에스엠 1500, 120정, 2개",36860,38160.0,3.0,(1정당 154원),4.5,18170,True,"최대 1,843원 적립",https://www.coupang.com/vp/products/88301275?itemId=18729365020&vendorItemId=85861971348&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/329567019014023-40206447-1631-4e9f-af70-7f4a6192ffe7.jpg
315,"뉴프라이스 정직한 코엔자임 Q10 코큐텐플러스, 1개, 90정",13600,30000.0,54.0,(1정당 151원),5.0,360,True,최대 653원 적립,https://www.coupang.com/vp/products/8673579666?itemId=25178702608&vendorItemId=92182320429&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/a211/ab14860a3a5258a7929193ea552cdc7e399bd6e0b4c14f0d4dc978187fd4.jpg
316,"바이오메라 프로바이오틱스 베이비드롭D 유산균, 10ml, 1개",37000,39700.0,6.0,"(10ml당 37,000원)",4.5,498,True,"최대 1,850원 적립",https://www.coupang.com/vp/products/8289144898?itemId=23642077903&vendorItemId=90728079040&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2024/07/17/15/3/9070e62c-fb2c-47dc-af71-9471afda6cef.jpg
317,"닥터포이 웰키커 어린이 비타민D 1000IU 72g, 90정, 1개",10900,,,(1정당 121원),5.0,719,True,최대 545원 적립,https://www.coupang.com/vp/products/7345591452?itemId=18890199921&vendorItemId=86018318951&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/b1a9/ea0d2c5a0d5f423c97cadf865ae9384f40541c10bb6a04ce32618924df84.jpg
318,"호관원 프리미엄 골드 관절건강 MSM 70ml 60포, 4.2L, 1개",289800,450000.0,35.0,(10ml당 690원),4.5,987,True,"최대 14,490원 적립",https://www.coupang.com/vp/products/8584513862?itemId=25576825267&vendorItemId=91171365148&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/2a78/63ad93c6c0bab2e41ec9b25606a62d8f293ee5bf47eadc301800646898cb.jpg
319,"브이푸드 칼슘 영양제, 120정, 1개",17600,22000.0,20.0,(1정당 147원),5.0,1262,True,최대 880원 적립,https://www.coupang.com/vp/products/1505211318?itemId=2584253078&vendorItemId=70576462228&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2603568853805899-87746689-2691-4a6f-a220-452897ca8a14.jpg
320,"비타할로 비타민D 2000IU, 90정, 1개",5290,10200.0,48.0,(1정당 59원),5.0,7607,True,최대 265원 적립,https://www.coupang.com/vp/products/190778884?itemId=545356854&vendorItemId=4428752197&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1660018390571711-1d083c29-f633-409c-89f6-adad04678e40.jpg
321,"뉴트리디데이 프리미엄 루테인 지아잔틴 골드, 60정, 1개",15900,33160.0,52.0,(1정당 265원),5.0,5403,True,최대 795원 적립,https://www.coupang.com/vp/products/6843102161?itemId=16278035413&vendorItemId=78547462484&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/200651421277012-be1b2925-1ea3-496e-bed7-c186af7a2bfc.jpg
322,"안국건강 아이원 루테인지아잔틴 플러스, 90정, 1개",26800,44000.0,39.0,(1정당 298원),5.0,9380,True,"최대 1,190원 적립",https://www.coupang.com/vp/products/1400327887?itemId=17400082128&vendorItemId=71619989603&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/6208978249437041-848b9dca-385e-4ad1-b6b0-b0245d6795a0.png
323,"네추럴라이즈 비타민E 앤 셀레늄, 90정, 1개",20400,35700.0,42.0,(1정당 227원),4.5,3760,True,"최대 1,020원 적립",https://www.coupang.com/vp/products/7019824577?itemId=12192860343&vendorItemId=3623585930&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/image_audit/stage/manual/2808944374560232-38641775-d28a-4185-bd89-bf9e5f999bec_1750926607955.jpg
324,"덴프스 혈당케어 프로 18g, 60정, 1개",9900,25000.0,60.0,(1정당 165원),4.5,882,True,최대 495원 적립,https://www.coupang.com/vp/products/7327904745?itemId=20658442460&vendorItemId=86577386798&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2023/07/14/11/4/2101942f-b259-4187-b0aa-4fa614f0534e.jpg
325,"영플랜 요오드 2400 갑상선 호르몬 건강, 60정, 1개",11890,19900.0,40.0,(1정당 198원),4.5,331,True,최대 535원 적립,https://www.coupang.com/vp/products/7954316783?itemId=22009900897&vendorItemId=90315876342&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2255769832260573-ef874c6a-ba65-4fae-a75c-e52f5436e10b.jpg
326,"퍼기 유아용 이지드롭 유산균, 1개, 10ml",17900,23900.0,25.0,"(10ml당 17,900원)",5.0,785,True,최대 850원 적립,https://www.coupang.com/vp/products/8283767577?itemId=23883935037&vendorItemId=91009810997&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2024/08/28/18/4/c669fd2b-5c45-4467-a582-0b4331d6ef7e.jpg
327,"뽀로로 데일리 비타민D 플러스 아연 600g, 500정, 1개",18420,,,(1정당 37원),5.0,2230,True,최대 921원 적립,https://www.coupang.com/vp/products/5562118140?itemId=8825169375&vendorItemId=76112000101&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2430091097759241-f313872f-ce8e-408f-aeef-f508f84312d4.jpg
328,"네추럴라이즈 감마리놀렌산 보라지오일, 180정, 1개",29410,34900.0,15.0,(1정당 163원),5.0,2653,True,"최대 1,470원 적립",https://www.coupang.com/vp/products/107509107?itemId=19556899173&vendorItemId=91973536322&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/image_audit/prod/615b2fc9-f490-4911-9b04-dc6710df5033_fixing_v2.png
329,"종근당 혈행건강엔 나토키나제 영양제, 30정, 1개",12370,13900.0,11.0,(1정당 412원),4.5,3437,True,최대 619원 적립,https://www.coupang.com/vp/products/6544921809?itemId=14034917861&vendorItemId=81283049249&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/603e/f5455019e399fba81e7a94a445e4cd5b16e854d8a25d23656d4293f0fceb.jpg
330,"베베모린 뽀로로 비타민C 300p, 300정, 1개",13900,20000.0,30.0,(1정당 46원),5.0,12144,True,최대 695원 적립,https://www.coupang.com/vp/products/1319985604?itemId=23695275183&vendorItemId=90711687040&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/8169/c4ec6645b98148ffc6c452be46503a58b58646fd70fc4e30130747bcc7a6.jpg
331,"서울약사신협 프로바이오틱스 생유산균 골드, 250g, 1개",17500,24900.0,29.0,(10g당 700원),5.0,5753,True,최대 875원 적립,https://www.coupang.com/vp/products/7201475105?itemId=17971874223&vendorItemId=84717501012&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3411982319589730-8f71656e-86f0-4384-84f3-75df523369d4.jpg
332,"메이플트리 가르시니아 플러스 트리플, 112정, 1개",7010,7420.0,5.0,(1정당 63원),4.5,2357,True,최대 350원 적립,https://www.coupang.com/vp/products/6746015875?itemId=15762058748&vendorItemId=71213094038&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/image_audit/prod/3fe91efe-57ec-40d6-825b-7aecd7632ff6_fixing_v2.png
333,"이너랩 상큼한 츄어블 비타민C 500, 60정, 1개",11500,22000.0,47.0,(1정당 192원),5.0,2710,True,최대 546원 적립,https://www.coupang.com/vp/products/7692292930?itemId=20573553731&vendorItemId=78792373746&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/image_audit/prod/33e544bc-dc58-4517-9321-a400b3c41714_fixing_v2.png
334,"뉴케어 관절플랜 곡물맛, 200ml, 24개",68400,108000.0,36.0,(10ml당 143원),5.0,1006,True,"최대 3,420원 적립",https://www.coupang.com/vp/products/8184482037?itemId=20422599344&vendorItemId=88928556192&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1341510481458435-ee0d570a-5c63-4103-a488-dafca115fb98.jpg
335,"락토핏 베베 유산균, 60회분, 120g, 2개",29800,31800.0,6.0,(1정당 248원),5.0,34412,True,"최대 1,490원 적립",https://www.coupang.com/vp/products/5814969994?itemId=13461101906&vendorItemId=85072693332&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1143298216929595-2d2dd4fa-acce-4380-91f1-57afdbb364bc.jpg
336,"바이탈뷰티 메타그린 칼로리컷 젤리 10p, 300g, 1개",11700,25000.0,53.0,(10g당 390원),5.0,261,True,최대 585원 적립,https://www.coupang.com/vp/products/7984478052?itemId=23305047758&vendorItemId=90337074262&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/525154875265955-499ce1e3-805e-4bce-8b1d-be6de629d057.jpg
337,"JW중외제약 파워 스피드 마그네슘 400 영양제, 120정, 1개",15400,17380.0,11.0,(1정당 128원),5.0,455,True,최대 770원 적립,https://www.coupang.com/vp/products/8019565916?itemId=22407602433&vendorItemId=90116192820&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/hkmzekai/e22d2af102af487aa94b99c7541c72b8.jpg
338,"내츄럴플러스 비타민D3 캡슐 2000IU, 180정, 1개",11250,30000.0,62.0,(1정당 63원),5.0,1701,True,최대 563원 적립,https://www.coupang.com/vp/products/6731355502?itemId=15685725858&vendorItemId=3000274541&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1165928623923948-b9d4549f-92cf-4c2a-b2cf-fd6a47ca8146.jpg
339,"종근당 비타민D 1000I.U, 90정, 2개",13700,14900.0,8.0,(1정당 76원),4.5,4680,True,최대 685원 적립,https://www.coupang.com/vp/products/7772010261?itemId=20984505822&vendorItemId=85762412983&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/image_audit/stage/manual/86933443214167-7e650e3f-c66a-496d-9dc1-8ab57c2529c7_1751010761923.jpg
340,"뉴트리디데이 카페빼네 다이어트식품 헤이즐넛향, 99g, 1개",9900,16500.0,40.0,"(10g당 1,000원)",4.5,4833,True,최대 495원 적립,https://www.coupang.com/vp/products/7248922919?itemId=18434973744&vendorItemId=85147233620&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/309870291079249-45f13389-5424-4509-b3b8-f4ae32fc7a65.jpg
341,"종근당건강 비타민D 2000IU, 90정, 3개",30330,32020.0,5.0,(1정당 112원),5.0,34628,True,"최대 1,440원 적립",https://www.coupang.com/vp/products/5191718214?itemId=18625136455&vendorItemId=85760519270&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/181180887472957-2515032d-9492-4767-9089-3d2e13aec576.jpg
342,"GC녹십자웰빙 PNT 액상 마그네슘, 600ml, 1개",25200,32900.0,23.0,(10ml당 420원),5.0,618,True,"최대 1,260원 적립",https://www.coupang.com/vp/products/7442540847?itemId=19356424818&vendorItemId=90568156135&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/571992170226565-7a8f9d70-3b7b-4574-a93c-fbc7b5d3cdcc.jpg
343,"닥터브라이언 써니업 비타민D 파인애플 플레이버, 100정, 1개",13900,25000.0,44.0,(1정당 139원),5.0,572,True,최대 695원 적립,https://www.coupang.com/vp/products/8204080154?itemId=19270349721&vendorItemId=86385562683&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/a68f/cd8423f03449f46711ff89853080721951eaf3d8cdaf3e21951e12195bd5.jpg
344,"뉴트리디데이 프리미엄 비타민D 5000 IU 9g, 30정, 3개",9900,14030.0,29.0,(1정당 110원),5.0,370,True,최대 495원 적립,https://www.coupang.com/vp/products/7792457906?itemId=18806764700&vendorItemId=85937397430&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1653678607836539-1c647137-689d-4220-94dd-3a1527648c95.jpg
345,"아임비타 멀티비타민 이뮨샷, 7회분, 1개",12900,15090.0,14.0,"(1정당 1,843원)",5.0,845,True,최대 645원 적립,https://www.coupang.com/vp/products/7735519784?itemId=20797930914&vendorItemId=87867156581&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/268199933795699-260a8e43-8302-447c-a990-b5099411d10b.jpg
346,"옵티멈뉴트리션 골드 스탠다드 웨이 단백질 쿠키앤크림 27회분, 907g, 1개",53380,89700.0,40.0,(10g당 589원),5.0,209,True,"최대 2,669원 적립",https://www.coupang.com/vp/products/7899127215?itemId=21644062719&vendorItemId=88610042174&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2024/02/06/17/6/ca1b2751-1b30-48af-9763-70d4830a7020.png
347,"뉴트리디데이 메가렉스 관절 MSM 2000, 90정, 1개",9900,21500.0,53.0,(1정당 110원),4.5,2326,True,최대 495원 적립,https://www.coupang.com/vp/products/7621638805?itemId=14404871528&vendorItemId=76495478225&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/3d68/74cacc9ed72bbba3839891eb701d7ce8e764493ad5dbc3f4c56eb2a88fbe.jpg
