name,price,original_price,discount_percentage,rating,review_count,product_url,image_url,rank,is_best,delivery_info
[실내건조/겸용]피지 탈취99% 프리미엄 액체세제 용기2.7L 2개(오리지널)+특별증정(디나자임 리필1L),33200,59400,44,4.9,153,https://brand.naver.com/lgcaremall/products/9623642158,https://shop-phinf.pstatic.net/20241011_228/17286106795034cNJ4_JPEG/8186043370714407_1800958446.jpg?type=f296_296,697,False,네이버 내일배송7. 22.(화) 도착
[속보습케어] 오가니스트 오트밀 바디로션 무향 680ml 1개,13900,17900,22,4.86,22,https://brand.naver.com/lgcaremall/products/11106804874,https://shop-phinf.pstatic.net/20241108_192/1731050368979VbkMx_JPEG/65183163375853426_870647661.jpg?type=f296_296,698,False,네이버 내일배송7. 22.(화) 도착
라이프리 성인용기저귀 장시간용 안심언더웨어 중형 8P X 2팩,25800,,,4.8,49,https://brand.naver.com/lgcaremall/products/10357684527,https://shop-phinf.pstatic.net/20240522_183/1716358478182BRUd3_JPEG/117494376872111129_679687610.jpg?type=f296_296,699,False,네이버 내일배송7. 22.(화) 도착
샤프란 블루 3.1L 용기 2개,9500,14000,32,4.88,40,https://brand.naver.com/lgcaremall/products/10165910312,https://shop-phinf.pstatic.net/20240404_98/1712226915918qSCnO_JPEG/39529599781990528_1099830640.jpg?type=f296_296,700,False,네이버 내일배송7. 22.(화) 도착
온더바디 더내추럴 산뜻 레몬 클렌징폼120g 6개,16500,33000,50,4.86,65,https://brand.naver.com/lgcaremall/products/10012369960,https://shop-phinf.pstatic.net/20240229_43/1709194459578TS3Uq_JPEG/110330239295553953_1980473046.jpg?type=f296_296,701,False,네이버 내일배송7. 22.(화) 도착
온더바디 벨먼 포켓몬 UV 선스틱 50g 1개(피카츄),6900,10900,36,4.93,54,https://brand.naver.com/lgcaremall/products/8308291020,https://shop-phinf.pstatic.net/20240701_191/17198223986894BQcu_JPEG/1534371739932392_907569030.jpg?type=f296_296,702,False,네이버 내일배송7. 22.(화) 도착
테크 클린앤리프레쉬 1.8L+500ml 6개,27900,29900,6,4.97,34,https://brand.naver.com/lgcaremall/products/9950955685,https://shop-phinf.pstatic.net/20250522_95/1747879983786D1VXk_JPEG/2323761704077003_505043673.JPG?type=f296_296,703,False,네이버 내일배송7. 22.(화) 도착
지퍼락 선물팩(소형 60매+ 중형100매+ 대형 40매) + 특별증정(그린앤실 냉장소형 50매),21900,27900,21,4.8,1772,https://brand.naver.com/lgcaremall/products/6567059101,https://shop-phinf.pstatic.net/20240326_232/1711410036493IW7TO_JPEG/112545879176262981_800102350.jpg?type=f296_296,704,False,네이버 내일배송7. 22.(화) 도착
쉬크 인튜이션 제모 면도날3입(내추럴),11900,14900,20,4.86,191,https://brand.naver.com/lgcaremall/products/4844158768,https://shop-phinf.pstatic.net/20240216_124/1708072120644menPR_JPEG/109207954462645779_1386165564.jpg?type=f296_296,705,False,네이버 내일배송7. 22.(화) 도착
쉬크 하이드로 면도 폼 250g x 3개,14900,20900,28,4.8,2916,https://brand.naver.com/lgcaremall/products/4498764575,https://shop-phinf.pstatic.net/20200828_285/1598596840496p08Tc_PNG/35956674866503920_1705098098.png?type=f296_296,706,False,네이버 내일배송7. 22.(화) 도착
ES 카멜리아블랙 헤어워터트리트먼트 240ml,6500,7600,14,4.69,760,https://brand.naver.com/lgcaremall/products/2371981447,https://shop-phinf.pstatic.net/20171220_10/lgcaremall_1513734026576NOXvG_JPEG/45763963741801837_-1762978909.jpg?type=f296_296,707,False,네이버 내일배송7. 22.(화) 도착
[샴+트]엘라스틴 프로틴클리닉 샴푸 피치향 1000ml 1개+트리트먼트 1000ml 1개,24900,29900,16,4.89,9,https://brand.naver.com/lgcaremall/products/11839517456,https://shop-phinf.pstatic.net/20250514_125/1747204415430QioWh_JPEG/91764304174709092_93191868.jpg?type=f296_296,708,False,네이버 내일배송7. 22.(화) 도착
엘라스틴 오가니스트 클리니컬 솔루션 쿨멘솔 660ml 3개,26900,54900,51,4.92,12,https://brand.naver.com/lgcaremall/products/11557833595,https://shop-phinf.pstatic.net/20250311_135/1741658859072Gs6DR_JPEG/75791835450635618_1245082958.jpg?type=f296_296,709,False,네이버 내일배송7. 22.(화) 도착
[두피손상케어/블랑쉬머스크향]엘라스틴 시그니처 두피&손상 클리닉 약산성 트리트먼트 1000ml 2개,31900,49900,36,4.76,17,https://brand.naver.com/lgcaremall/products/11214272236,https://shop-phinf.pstatic.net/20241205_219/1733383057045OwFDS_JPEG/37937078493153029_1335912600.jpg?type=f296_296,710,False,네이버 내일배송7. 22.(화) 도착
[황변얼룩제거/일반]피지 디나자임 라벤더젤 프리미엄 액체세제 리필1.5L 2개,16900,31900,47,4.88,25,https://brand.naver.com/lgcaremall/products/10321768686,https://shop-phinf.pstatic.net/20240513_214/1715580886181VVaOw_JPEG/116716781899744166_979645003.jpg?type=f296_296,711,False,네이버 내일배송7. 22.(화) 도착
